number	recipe_name	ingredients	cooking_time
2138	Крабовый салат с огурцом и зеленым луком	7 ИНГРЕДИЕНТОВ	20 минут
2139	Слойки с яблоками и корицей	6 ИНГРЕДИЕНТОВ	40 минут
2140	Фрикадельки в томатном соусе	10 ИНГРЕДИЕНТОВ	1 час
2141	Ризотто с курицей и пармезаном	10 ИНГРЕДИЕНТОВ	1 час 30 минут
2142	Цветная капуста с картофелем в индийских специях	15 ИНГРЕДИЕНТОВ	30 минут
2143	Горячий средиземноморский бутерброд	7 ИНГРЕДИЕНТОВ	15 минут
2144	Англиийские рыбные котлеты	10 ИНГРЕДИЕНТОВ	1 час 30 минут
2145	Чаудер с бородинскими сухариками	13 ИНГРЕДИЕНТОВ	1 час
2146	Сырный суп по-французски	10 ИНГРЕДИЕНТОВ	1 час
2147	Морковный торт Starbucks	16 ИНГРЕДИЕНТОВ	1 час
2148	Рисовая лапша с курицей и овощами	7 ИНГРЕДИЕНТОВ	30 минут
2149	Кипрские крупяные пирожки	11 ИНГРЕДИЕНТОВ	1 час 30 минут
2150	Макароны с фаршем	11 ИНГРЕДИЕНТОВ	30 минут
2151	Куриные крылья в коле	9 ИНГРЕДИЕНТОВ	30 минут
2152	Морковь-чили с соусом из топленого молока	11 ИНГРЕДИЕНТОВ	1 час 40 минут
2153	Гречневый суп	11 ИНГРЕДИЕНТОВ	3 часа
2154	Спагетти в томатном соусе с мясными шариками	12 ИНГРЕДИЕНТОВ	30 минут
2155	Лимонно-апельсиновый пирог	9 ИНГРЕДИЕНТОВ	1 час
2156	Маковник	6 ИНГРЕДИЕНТОВ	1 час
2157	Уха с угольком	12 ИНГРЕДИЕНТОВ	1 час
2158	Греческое курабье с миндалем	6 ИНГРЕДИЕНТОВ	1 час
2159	Блины с икрой	10 ИНГРЕДИЕНТОВ	1 час
2160	Грибной суп по-китайски	8 ИНГРЕДИЕНТОВ	30 минут
2161	Маринованный лук-порей с травами	9 ИНГРЕДИЕНТОВ	25 минут
2162	Гречневая лапша по-японски с курицей и овощами	10 ИНГРЕДИЕНТОВ	40 минут
2163	Кохи-зелли	8 ИНГРЕДИЕНТОВ	20 минут
2164	Пицца «Ди буффало»	7 ИНГРЕДИЕНТОВ	30 минут
2165	Омуль слабой соли	7 ИНГРЕДИЕНТОВ	5 минут
2166	Лусекаттер	9 ИНГРЕДИЕНТОВ	1 час 30 минут
2167	Постное печенье	8 ИНГРЕДИЕНТОВ	1 час
2168	Курица в пиве	12 ИНГРЕДИЕНТОВ	1 час 10 минут
2169	Флан с ванилью	4 ИНГРЕДИЕНТА	2 часа
2170	Салат нисуаз с рукколой	11 ИНГРЕДИЕНТОВ	30 минут
2171	Рубленые куриные котлеты	11 ИНГРЕДИЕНТОВ	2 часа
2172	Грушевый крамбл	8 ИНГРЕДИЕНТОВ	30 минут
2173	Семифреддо c миндалем	7 ИНГРЕДИЕНТОВ	30 минут
2174	Яичница в перце	8 ИНГРЕДИЕНТОВ	15 минут
2175	Ленивое хачапури	8 ИНГРЕДИЕНТОВ	30 минут
2176	Кролик в духовке	10 ИНГРЕДИЕНТОВ	2 часа 30 минут
2177	Постные пирожки с капустой	10 ИНГРЕДИЕНТОВ	1 час 30 минут
2178	Пышные оладьи	8 ИНГРЕДИЕНТОВ	1 час
2179	Молодой картофель по-деревенски с паприкой	5 ИНГРЕДИЕНТОВ	1 час
2180	Ролл «Филадельфия»	9 ИНГРЕДИЕНТОВ	30 минут
2181	Сырники со сметаной	10 ИНГРЕДИЕНТОВ	40 минут
2182	Панна-котта с клубникой и семенами чиа	12 ИНГРЕДИЕНТОВ	20 минут
2183	Пельмени	9 ИНГРЕДИЕНТОВ	30 минут
2184	Рыбный пирог	12 ИНГРЕДИЕНТОВ	1 час
2185	Домашнее овсяное печенье	11 ИНГРЕДИЕНТОВ	1 час
2186	Пирог со шпинатом и брынзой	8 ИНГРЕДИЕНТОВ	1 час 30 минут
2187	Индюшачья грудка для бутербродов	11 ИНГРЕДИЕНТОВ	2 часа 10 минут
2188	Сырники без творога	6 ИНГРЕДИЕНТОВ	50 минут
2189	Курица в духовке	13 ИНГРЕДИЕНТОВ	1 час 40 минут
2190	Курица со сметаной и грибами	4 ИНГРЕДИЕНТА	30 минут
2191	Кокосовое печенье сдобное	5 ИНГРЕДИЕНТОВ	25 минут
2192	Сконы	7 ИНГРЕДИЕНТОВ	40 минут
2193	Чизкейк с тыквой без теста	7 ИНГРЕДИЕНТОВ	1 час 20 минут
2194	Апельсиновый пирог с оливковым маслом	9 ИНГРЕДИЕНТОВ	1 час 20 минут
2195	Хрустящая картошка, запеченная с грибами	7 ИНГРЕДИЕНТОВ	30 минут
2196	Имбирно-цитрусовый чай	5 ИНГРЕДИЕНТОВ	10 минут
2197	Мандариновый баваруа	7 ИНГРЕДИЕНТОВ	25 минут
2198	Сырники с ягодами	11 ИНГРЕДИЕНТОВ	40 минут
2199	Яблоки с рисом	11 ИНГРЕДИЕНТОВ	1 час 30 минут
2200	Чизкейк классический с творожным сыром	7 ИНГРЕДИЕНТОВ	2 часа 15 минут
2201	Жареная хамса	6 ИНГРЕДИЕНТОВ	25 минут
2202	Суши-роллы ассорти	11 ИНГРЕДИЕНТОВ	1 час
2203	Тельное	11 ИНГРЕДИЕНТОВ	1 час 30 минут
2204	Орешки со сгущенкой	7 ИНГРЕДИЕНТОВ	30 минут
2205	Повидло из яблок	3 ИНГРЕДИЕНТА	30 минут
2206	Тажин с курицей и лимоном	12 ИНГРЕДИЕНТОВ	2 часа 50 минут
2207	Козули	8 ИНГРЕДИЕНТОВ	40 минут
2208	Пюре из зеленого горошка с мятой	7 ИНГРЕДИЕНТОВ	20 минут
2209	Утиная грудка с гарниром из корня сельдерея, манго и белых грибов	16 ИНГРЕДИЕНТОВ	1 час
2210	Суп из сладкого перца с имбирем	10 ИНГРЕДИЕНТОВ	1 час 5 минут
2211	Шоколадное печенье классическое	8 ИНГРЕДИЕНТОВ	1 час 20 минут
2212	Запеченный баклажан с фалафелем	22 ИНГРЕДИЕНТА	50 минут
2213	Шиншин-ди-галинья	16 ИНГРЕДИЕНТОВ	1 час 30 минут
2214	Салат с нутом, редиской и йогуртовой заправкой	18 ИНГРЕДИЕНТОВ	20 минут
2215	Икорный майонез	4 ИНГРЕДИЕНТА	25 минут
2216	Сельдь под шубой классическая	7 ИНГРЕДИЕНТОВ	1 час
2217	Котлеты из говядины с картофельным пюре и клюквенным соусом	20 ИНГРЕДИЕНТОВ	1 час
2218	Тушеный кролик	14 ИНГРЕДИЕНТОВ	2 часа
2219	Фрикадельки в луково-морковном соусе по-мадридски	12 ИНГРЕДИЕНТОВ	30 минут
2220	Стамппот	10 ИНГРЕДИЕНТОВ	50 минут
2221	Крамбл с гречишным медом	7 ИНГРЕДИЕНТОВ	40 минут
2222	Песочный корж для чизкейка	5 ИНГРЕДИЕНТОВ	55 минут
2223	Иерусалимская смесь	13 ИНГРЕДИЕНТОВ	1 час 20 минут
2224	Ариса с курицей	5 ИНГРЕДИЕНТОВ	2 часа
2225	Жареные креветки	8 ИНГРЕДИЕНТОВ	15 минут
2226	Грибная икра	9 ИНГРЕДИЕНТОВ	1 час
2227	Оладьи из тыквы	15 ИНГРЕДИЕНТОВ	1 час
2228	Лазанья мясная	8 ИНГРЕДИЕНТОВ	1 час
2229	Зубатка в сливочном соусе	7 ИНГРЕДИЕНТОВ	45 минут
2230	Диетическая шарлотка	8 ИНГРЕДИЕНТОВ	30 минут
2231	Тушеная говядина с красным вином и цедрой апельсина	8 ИНГРЕДИЕНТОВ	3 часа 30 минут
2232	Соус бешамель с мускатным орехом	6 ИНГРЕДИЕНТОВ	15 минут
2233	Суп из рыбных консервов	5 ИНГРЕДИЕНТОВ	25 минут
2234	Цветная капуста в сливочном соусе, запеченная с сыром	9 ИНГРЕДИЕНТОВ	50 минут
2235	Матча-панкейки с кокосовой сгущенкой	9 ИНГРЕДИЕНТОВ	30 минут
2236	Луковый суп с крутонами	11 ИНГРЕДИЕНТОВ	2 часа 10 минут
2237	Синнабоны	14 ИНГРЕДИЕНТОВ	2 часа
2238	Домашняя паста с белыми грибами	10 ИНГРЕДИЕНТОВ	40 минут
2239	Томатная паста	4 ИНГРЕДИЕНТА	3 часа 30 минут
2240	Киевский торт	10 ИНГРЕДИЕНТОВ	3 часа 10 минут
2241	Московский рассольник	19 ИНГРЕДИЕНТОВ	2 часа
2242	Заправка к салату «Цезарь»	9 ИНГРЕДИЕНТОВ	15 минут
2243	Простейший тыквенный пирог	5 ИНГРЕДИЕНТОВ	20 минут
2244	Весенняя лапша с овощами	17 ИНГРЕДИЕНТОВ	30 минут
2245	Фаршированные баклажаны	17 ИНГРЕДИЕНТОВ	1 час 30 минут
2246	Блины тирамису	14 ИНГРЕДИЕНТОВ	30 минут
2247	Быстрый кекс	8 ИНГРЕДИЕНТОВ	5 минут
2248	Кексы за 5 минут	7 ИНГРЕДИЕНТОВ	5 минут
2249	Лосось из духовки в медово-имбирном маринаде	7 ИНГРЕДИЕНТОВ	35 минут
2250	Коктейль «Олд-фэшенд» на выдержанном роме	6 ИНГРЕДИЕНТОВ	5 минут
2251	Печень с яблоками	4 ИНГРЕДИЕНТА	15 минут
2252	Суп с курицей тандури и кокосовыми сливками	16 ИНГРЕДИЕНТОВ	30 минут
2253	Манты	10 ИНГРЕДИЕНТОВ	1 час 30 минут
2254	Киш лорен с зеленым горошком	10 ИНГРЕДИЕНТОВ	1 час
2255	Биточки	13 ИНГРЕДИЕНТОВ	1 час
2256	Овсяное печенье с клюквой	8 ИНГРЕДИЕНТОВ	30 минут
2257	Хумус со шпинатом	9 ИНГРЕДИЕНТОВ	30 минут
2258	Творожный тарт с абрикосами	10 ИНГРЕДИЕНТОВ	30 минут
2259	Пирог с картошкой	10 ИНГРЕДИЕНТОВ	2 часа
2260	Яблочный пирог со сливками	14 ИНГРЕДИЕНТОВ	1 час
2261	Коми-борщ	12 ИНГРЕДИЕНТОВ	3 часа
2262	Перловка с фетой и базиликом	11 ИНГРЕДИЕНТОВ	30 минут
2263	Куриное филе с шампиньонами в сливочном соусе	3 ИНГРЕДИЕНТА	45 минут
2264	Гратен из корнеплодов	10 ИНГРЕДИЕНТОВ	2 часа
2265	Палтус с кабачками и хрустящим фенхелем	17 ИНГРЕДИЕНТОВ	30 минут
2266	Банановые оладьи без муки	2 ИНГРЕДИЕНТА	15 минут
2267	Салат из языка в горчичной глазури	12 ИНГРЕДИЕНТОВ	20 минут
